Name,Platform,Year_of_Release,Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,User_Score,Rating
Tom Clancy's Rainbow Six: Siege,PC,2015,Shooter,0.13,0.08,0,0.02,0.23,79,6.9,M
Me & My Katamari,PSP,2005,Puzzle,0.13,0.01,0.08,0,0.23,,,
What's Cooking? Jamie Oliver,DS,2008,Simulation,0.2,0.01,0,0.02,0.23,,,
Genji: Dawn of the Samurai,PS2,2005,Action,0.11,0.09,0,0.03,0.23,74,8.3,M
The Idolm@ster SP: Wandering Star / Perfect Sun / Missing Moon,PSP,2009,Adventure,0,0,0.23,0,0.23,,,
Critical Depth,PS,1997,Action,0.13,0.09,0,0.01,0.23,,,
Barbie as The Island Princess,GBA,2007,Adventure,0.16,0.06,0,0,0.23,,,
Tales of VS.,PSP,2009,Fighting,0,0,0.23,0,0.23,,,
Saka-Tsuku DS: Touch and Direct,DS,2008,Sports,0,0,0.23,0,0.23,,,
The Italian Job,PS2,2003,Racing,0.11,0.09,0,0.03,0.23,55,6.3,T
Mega Man Battle Network 5: Team Colonel / Protoman,GBA,2004,Role-Playing,0.16,0.06,0,0,0.23,,,
TrackMania: Build to Race,Wii,2010,Racing,0.09,0.11,0,0.02,0.23,74,6.8,E
Ultimate Band,Wii,2008,Misc,0.18,0.03,0,0.02,0.23,59,5.5,E10+
Star Ocean,SNES,1996,Role-Playing,0,0,0.23,0,0.23,,,
Freedom Fighters,XB,2003,Shooter,0.17,0.05,0,0.01,0.23,82,8.2,T
Barbie and the Three Musketeers,Wii,2009,Adventure,0.21,0,0,0.02,0.23,,,E
Madden NFL 12,PSP,2011,Sports,0.21,0,0,0.02,0.23,,,E
Soldier of Fortune II: Double Helix,XB,2003,Shooter,0.17,0.05,0,0.01,0.23,61,6.5,M
Disney Princess: Enchanted Journey,PS2,2007,Adventure,0.11,0.09,0,0.03,0.23,,,E
Rock Band Track Pack Volume 1,Wii,2008,Misc,0.17,0.04,0,0.02,0.23,,,
Lunar Knights,DS,2006,Role-Playing,0.17,0.01,0.04,0.01,0.23,82,7.8,E10+
Hot Wheels: Beat That!,DS,2007,Racing,0.21,0,0,0.02,0.23,,,E
Naruto: Ninja Council 2 European Version,DS,2005,Fighting,0,0,0.23,0,0.23,,,
Final Fantasy XI: Treasures of Aht Urhgan,PS2,2006,Role-Playing,0.06,0.05,0.1,0.02,0.23,87,7.1,T
WWE All Stars,3DS,2011,Fighting,0.15,0.06,0,0.02,0.23,71,7.4,T
Alundra,PS,1997,Role-Playing,0.13,0.09,0,0.01,0.23,86,9,T
World Soccer Winning Eleven 2010: Aoki Samurai no Chousen,PS3,2010,Sports,0,0,0.23,0,0.23,,,
Mortal Kombat: Armageddon,Wii,2007,Fighting,0.19,0.02,0,0.02,0.23,71,8.4,M
Madden NFL 13,WiiU,2012,Sports,0.21,0,0,0.02,0.23,75,6.7,E
Bratz: Girlz Really Rock,PS2,2008,Action,0.11,0.09,0,0.03,0.23,,8.4,E
Super R-Type,SNES,1991,Shooter,0,0,0.23,0,0.23,,,
Rampage 2: Universal Tour,PS,1998,Action,0.13,0.09,0,0.01,0.23,,,
Super Robot Taisen F Kanketsuhen,PS,1999,Strategy,0,0,0.21,0.01,0.23,,,
Transformers: Devastation,PS4,2015,Action,0.1,0.09,0,0.04,0.23,77,7.5,T
Cars 2,3DS,2011,Racing,0.21,0,0,0.02,0.23,,,
Hannah Montana: The Movie,PS3,2009,Adventure,0.14,0.06,0,0.03,0.23,,3.4,E
BlowOut,PS2,2003,Shooter,0.11,0.09,0,0.03,0.23,58,6.2,T
NFL Blitz Pro,PS2,2003,Sports,0.11,0.09,0,0.03,0.23,73,8.5,E
Tiger Woods PGA Tour 2003,GC,2002,Sports,0.18,0.05,0,0.01,0.23,90,8,E
The Raiden Project,PS,1995,Shooter,0.06,0.04,0.12,0.01,0.23,,,
Tales of Berseria,PS4,2016,Role-Playing,0,0,0.23,0,0.23,,,T
I Love Horses,DS,2008,Simulation,0.21,0,0,0.01,0.23,,,E
Pinball Hall of Fame: The Gottlieb Collection,PSP,2005,Misc,0.2,0.01,0,0.02,0.23,73,8.1,E
Pocket Fighter,PS,1997,Fighting,0.06,0.04,0.12,0.01,0.23,,,
Disgaea: Afternoon of Darkness,PSP,2006,Role-Playing,0.15,0.01,0.04,0.02,0.23,87,8.2,T
Bicycle Casino 2005,XB,2004,Misc,0.17,0.05,0,0.01,0.23,,,
Toukiden Kiwami,PSV,2014,Action,0.02,0.02,0.17,0.01,0.23,82,8.6,T
Dark Souls II,XOne,2015,Role-Playing,0.14,0.07,0,0.02,0.23,,,
Hello Kitty Seasons,Wii,2010,Adventure,0.15,0.06,0,0.02,0.23,,,E
.hack//G.U. Vol.2//Reminisce,PS2,2006,Role-Playing,0.11,0.09,0,0.03,0.23,,,
SSX On Tour,PSP,2005,Sports,0.19,0.02,0,0.02,0.23,79,8.1,E
NCAA Football 09,PSP,2008,Sports,0.21,0,0,0.02,0.23,,,E
Hooked! Real Motion Fishing,Wii,2007,Sports,0.21,0,0,0.02,0.23,,,
Rune Factory: Tides of Destiny,PS3,2011,Role-Playing,0.14,0,0.07,0.02,0.23,55,7.9,E10+
Ys Seven,PSP,2009,Role-Playing,0.14,0,0.08,0.02,0.23,79,8.5,T
NCAA GameBreaker 2004,PS2,2003,Sports,0.11,0.09,0,0.03,0.23,61,,E
Ninja Gaiden Sigma,PSV,2012,Action,0.1,0.05,0.04,0.03,0.23,,,
Lumines: Electronic Symphony,PSV,2012,Misc,0.09,0.09,0.01,0.04,0.23,83,7.8,E
Tony Hawk's Proving Ground,DS,2007,Sports,0.2,0.01,0,0.02,0.23,79,6.7,E10+
The Polar Express,PS2,2004,Adventure,0.11,0.09,0,0.03,0.23,39,4.3,E
Bass Pro Shops: The Hunt,Wii,2010,Sports,0.21,0,0,0.01,0.23,,,T
AC/DC LIVE: Rock Band Track Pack,X360,2008,Misc,0.21,0,0,0.02,0.23,63,4.9,T
Buzz! Junior: RoboJam,PS2,2007,Misc,0.11,0.09,0,0.03,0.23,,,
Valhalla Knights 2,PSP,2008,Role-Playing,0.09,0,0.12,0.01,0.23,50,5.4,E10+
Deca Sports 3,Wii,2010,Sports,0.14,0.07,0,0.02,0.23,41,,E
Tetris Attack,GB,1996,Puzzle,0,0,0.23,0,0.23,,,
Spec Ops: The Line,PC,2012,Shooter,0.11,0.09,0,0.02,0.23,76,8.2,M
Saint Seiya: Sanctuary Battle,PS3,2011,Action,0,0.09,0.11,0.02,0.23,62,7.3,
NBA ShootOut 2003,PS2,2002,Sports,0.11,0.09,0,0.03,0.23,62,5.9,E
Shin Nippon Pro Wrestling: Toukon Retsuden 3,PS,1998,Fighting,0,0,0.21,0.01,0.23,,,
Big Beach Sports 2,Wii,N/A,Sports,0.09,0.11,0,0.02,0.23,,,E
Digimon World DS (JP sales),DS,2006,Role-Playing,0,0,0.23,0,0.23,,,
NHL FaceOff 2003,PS2,2002,Sports,0.11,0.09,0,0.03,0.23,55,,E
Jersey Devil,PS,1997,Platform,0.13,0.09,0,0.01,0.23,,,
Need For Speed: Undercover,DS,2008,Racing,0.18,0.03,0,0.02,0.23,59,6.7,E10+
Guitar Hero Live,X360,2015,Misc,0.13,0.08,0,0.02,0.23,,5.5,T
Rogue Ops,PS2,2003,Action,0.11,0.09,0,0.03,0.23,61,9.2,M
Vancouver 2010 - The Official Video Game of the Olympic Winter Games,X360,2010,Sports,0.08,0.12,0,0.02,0.23,,,
3rd Super Robot Wars Z Jigoku Hen,PS3,2014,Role-Playing,0,0,0.23,0,0.23,,,
Killer is Dead,PS3,2013,Action,0.12,0.03,0.05,0.03,0.23,64,7.9,M
F1 2014,X360,2014,Racing,0.08,0.13,0,0.02,0.23,64,4.1,E
New Carnival Games,DS,2010,Misc,0.16,0.05,0,0.02,0.22,,,E
Legion: The Legend of Excalibur,PS2,2002,Action,0.11,0.09,0,0.03,0.22,51,7,M
Puzzle & Dragons X: God Chapter / Dragon Chapter,3DS,2016,Action,0,0,0.22,0,0.22,,,
Gekijouban Macross F: Sayonara no Tsubasa - Hybrid Pack,PS3,2011,Action,0,0,0.22,0,0.22,,,
TNA iMPACT!,PS2,2008,Fighting,0.1,0,0,0.12,0.22,,,
LEGO Jurassic World,PSV,2015,Action,0.05,0.13,0,0.05,0.22,,7.6,E10+
Def Jam: Fight for NY,GC,2004,Fighting,0.17,0.05,0,0.01,0.22,,,
Sword Art Online: Infinity Moment,PSP,2013,Role-Playing,0,0,0.22,0,0.22,,,
Spartan: Total Warrior,PS2,2005,Action,0.11,0.09,0,0.03,0.22,74,8.4,M
EX Monopoly,GBA,2001,Misc,0.16,0.06,0,0,0.22,,,
Ultimate Duck Hunting: Hunting & Retrieving Ducks,Wii,2007,Sports,0.21,0,0,0.02,0.22,,,
64 de Hakken! Tamagotchi Minna de Tamagotchi World,N64,1997,Misc,0,0,0.22,0,0.22,,,
Family Party: 30 Great Games Winter Fun,Wii,2010,Sports,0.21,0,0,0.01,0.22,,,E
Mary-Kate and Ashley: Sweet 16 - Licenced to Drive,GC,2003,Misc,0.17,0.04,0,0.01,0.22,,,
Deadly Duck,2600,1981,Shooter,0.21,0.01,0,0,0.22,,,
Assault,2600,1982,Action,0.21,0.01,0,0,0.22,,,
Reactor,2600,1981,Action,0.21,0.01,0,0,0.22,,,
Gundam Battle Chronicle,PSP,2007,Action,0,0,0.22,0,0.22,,,
Zumba Fitness: World Party,Wii,2013,Misc,0.11,0.1,0,0.02,0.22,,,E
Danball Senki Boost,PSP,2011,Action,0,0,0.22,0,0.22,,,
Justice League Heroes,PSP,2006,Role-Playing,0.2,0.01,0,0.02,0.22,72,7.8,T
101-in-1 Party Megamix Wii,Wii,2009,Misc,0.19,0.01,0,0.02,0.22,,,
Conflict: Vietnam,XB,2004,Shooter,0.17,0.05,0,0.01,0.22,60,7.3,M
Hatsune Miku: Project Mirai 2,3DS,2013,Action,0,0,0.22,0,0.22,,,
Whirl Tour,PS2,2002,Sports,0.11,0.09,0,0.03,0.22,58,7,E
Time Crisis: Crisis Zone,PS2,2004,Shooter,0.11,0.09,0,0.03,0.22,66,,T
Momotarou Dentetsu 15,PS2,2005,Misc,0,0,0.22,0,0.22,,,
Ben 10 Ultimate Alien: Cosmic Destruction,PS2,2010,Platform,0.13,0.06,0,0.04,0.22,,,E10+
NBA Street: Showdown,PSP,2005,Sports,0.2,0,0,0.02,0.22,75,8.5,E
We Sing Pop!,Wii,2012,Misc,0.05,0.15,0,0.02,0.22,,,
pro evolution soccer 2011,Wii,2010,Sports,0.07,0.1,0.03,0.02,0.22,78,5.4,E
Skies of Arcadia Legends,GC,2002,Role-Playing,0.17,0.04,0,0.01,0.22,84,9.2,T
MotoGP 08,PS2,2008,Racing,0.01,0,0,0.21,0.22,,,E
Sengoku Basara 3 Utage,PS3,2011,Action,0,0,0.22,0,0.22,,,
Breath of Fire,GBA,2001,Role-Playing,0.11,0.04,0.06,0,0.22,79,8.8,E
Last Window: The Secret of Cape West,DS,2010,Adventure,0,0.11,0.09,0.02,0.22,,,
Risen 2: Dark Waters,PC,2012,Role-Playing,0,0.19,0,0.03,0.22,69,5.6,M
Petz Monkeyz House,DS,2008,Simulation,0.2,0,0,0.02,0.22,,,E
Ford vs. Chevy,PS2,2005,Racing,0.11,0.09,0,0.03,0.22,,8,E
LEGO The Hobbit,WiiU,2014,Action,0.09,0.11,0,0.02,0.22,,7.8,E10+
Darksiders II,PS4,2015,Action,0.09,0.1,0,0.04,0.22,,,
NCAA Football 2005,GC,2004,Sports,0.17,0.04,0,0.01,0.22,88,9,E
Hamtaro: Ham-Ham Games,GBA,2004,Sports,0.16,0.06,0,0,0.22,77,7.8,E
Danny Phantom: The Ultimate Enemy,GBA,2005,Action,0.16,0.06,0,0,0.22,,8.8,E
Cloudy With a Chance of Meatballs,DS,2009,Platform,0.2,0.01,0,0.02,0.22,,,E
Soul Sacrifice Delta,PSV,2014,Action,0,0.08,0.12,0.02,0.22,82,8.4,M
Crazy Climber,2600,1981,Action,0.21,0.01,0,0,0.22,,,
NASCAR 2011: The Game,Wii,2011,Racing,0.21,0,0,0.01,0.22,42,3.1,E
Super Adventure Island,SNES,1992,Platform,0,0,0.22,0,0.22,,,
Discovery Kids: Dolphin Discovery,DS,2008,Simulation,0.2,0,0,0.01,0.22,,,E
Spider-Man: Edge of Time,PS3,2011,Action,0.13,0.07,0,0.03,0.22,58,7.2,T
Bust-A-Move 4,PS,1998,Puzzle,0.12,0.08,0,0.01,0.22,,,
Ride,PS4,2015,Racing,0.04,0.13,0.03,0.03,0.22,66,7,E
NFL Quarterback Club 97,PS,1996,Sports,0.12,0.08,0,0.01,0.22,,,
Spirit Camera: The Cursed Memoir,3DS,2012,Adventure,0.13,0.02,0.06,0.01,0.22,54,6.1,T
Yu-Gi-Oh! GX: Tag Force 3,PSP,2008,Strategy,0,0.03,0.18,0.01,0.22,,,
Galactic Wrestling: Featuring Ultimate Muscle,PS2,2004,Fighting,0.03,0.02,0.17,0.01,0.22,61,8,T
FaceBreaker K.O. Party,Wii,2008,Fighting,0.19,0.01,0,0.02,0.22,61,5.6,T
Dino Stalker,PS2,2002,Shooter,0.07,0.06,0.08,0.02,0.22,50,6.3,M
Mobile Suit Gundam Seed,PS2,2003,Action,0,0,0.22,0,0.22,,,
Rock Band Track Pack: Classic Rock,Wii,2009,Misc,0.21,0,0,0.02,0.22,,,T
Petz Rescue: Endangered Paradise,DS,2008,Adventure,0.21,0,0,0.02,0.22,,,E
Rapala's Fishing Frenzy,Wii,2008,Sports,0.2,0,0,0.02,0.22,61,,E
Mega Man Zero 3,GBA,2004,Platform,0.16,0.06,0,0,0.22,77,9,E
Super Swing Golf,Wii,2006,Sports,0.14,0.01,0.07,0.01,0.22,72,7.8,E10+
G-Force,PS3,2009,Action,0.13,0.06,0,0.03,0.22,68,7.6,E10+
Luminous Arc 2,DS,2008,Role-Playing,0.2,0,0,0.02,0.22,73,7.7,T
Barbie Super Sports,PS,1999,Sports,0.12,0.08,0,0.01,0.22,,,
Shinobi,3DS,2011,Platform,0.14,0.07,0,0.02,0.22,69,7.3,T
Nicktoons Collection: Game Boy Advance Video Volume 2,GBA,2004,Misc,0.16,0.06,0,0,0.22,,,
Tony Hawk's Downhill Jam,DS,2006,Sports,0.2,0,0,0.02,0.22,76,7,E
Risen 2: Dark Waters,PS3,2012,Role-Playing,0.04,0.13,0.01,0.04,0.22,47,5.2,M
Age of Empires: The Age of Kings,DS,2006,Strategy,0.18,0.02,0,0.02,0.22,80,7.9,E10+
Duel Masters: Kaijudo Showdown,GBA,2004,Misc,0.16,0.06,0,0,0.22,66,,E
Muramasa: The Demon Blade,PSV,2013,Role-Playing,0.1,0,0.1,0.02,0.22,,,
MotoGP 09/10,PS3,2010,Racing,0.05,0.13,0,0.04,0.22,70,5.4,E
The Lord of the Rings: The Third Age,GBA,2004,Role-Playing,0.16,0.06,0,0,0.22,67,8.5,T
Dinosaur King,DS,2007,Strategy,0.2,0,0,0.02,0.22,61,8,E
The Suffering,XB,2004,Action,0.16,0.05,0,0.01,0.22,77,8.8,M
Pitfall: The Big Adventure,Wii,2008,Adventure,0.19,0.02,0,0.02,0.22,,6.3,E
Tetris Worlds,GC,2002,Puzzle,0.17,0.04,0,0.01,0.22,47,5.6,E
Chou-Kuukan Night Pro Yakyuu King(higher JP sales),N64,1996,Sports,0,0,0.22,0,0.22,,,
Mega Man 64,N64,2000,Action,0.14,0.03,0.05,0,0.22,,,
Rampage 2: Universal Tour,N64,1999,Action,0.18,0.04,0,0,0.22,,,
Ms. Pac-Man: Maze Madness,N64,2000,Puzzle,0.18,0.04,0,0,0.22,,,
ECW Hardcore Revolution,N64,2000,Fighting,0.18,0.04,0,0,0.22,,,
The Sims 4: Get Together,PC,2015,Simulation,0.05,0.15,0,0.02,0.22,72,7.3,T
Tales of Graces,Wii,2009,Role-Playing,0,0,0.22,0,0.22,,,
Viewtiful Joe 2,GC,2004,Action,0.17,0.04,0,0.01,0.22,86,8.3,T
Neopets Puzzle Adventure,Wii,2008,Puzzle,0.18,0.02,0,0.02,0.22,52,,E
Mary-Kate and Ashley: Sweet 16 - Licenced to Drive,PS2,2002,Misc,0.11,0.08,0,0.03,0.22,,,
LEGO Harry Potter: Years 5-7,PC,N/A,Action,0.05,0.14,0,0.03,0.22,80,8.5,E10+
Child of Eden,PS3,2011,Shooter,0.09,0.1,0,0.04,0.22,81,7.8,E10+
All Star Karate,Wii,2010,Action,0.13,0.07,0,0.02,0.22,46,,E10+
Dragon Ball: Origins (JP & incomplete US sales),DS,2008,Adventure,0.04,0,0.17,0,0.22,,,
NBA Jam Extreme,PS,1996,Sports,0.12,0.08,0,0.01,0.22,,,
Naruto Shippuden: Ninja Council 4,DS,2007,Action,0.08,0,0.13,0.01,0.22,49,,E10+
Touch the Dead,DS,2007,Shooter,0.2,0,0,0.02,0.22,56,5.6,M
Worms: Battle Islands,Wii,2010,Strategy,0.1,0.1,0,0.02,0.22,58,,E10+
Nickelodeon Party Blast,XB,2002,Misc,0.16,0.05,0,0.01,0.22,19,4.3,E
Jackass the Game,PSP,2007,Action,0.09,0.08,0,0.05,0.22,58,7,M
Ragnarok DS,DS,2008,Role-Playing,0.1,0,0.11,0.01,0.22,53,5.8,E10+
NHL Championship 2000,PS,1998,Sports,0.12,0.08,0,0.01,0.22,,,
ATV Quad Kings,Wii,2009,Racing,0.2,0,0,0.01,0.22,33,,E
Shellshock: Nam '67,XB,2004,Shooter,0.16,0.05,0,0.01,0.22,58,7,M
Ultimate Band,DS,2008,Misc,0.19,0.02,0,0.02,0.22,69,,E
Kartia: The Word of Fate,PS,1998,Strategy,0.05,0.03,0.12,0.01,0.22,,,
Karaoke Revolution Glee 2: Road to Regionals,Wii,2011,Misc,0.14,0.06,0,0.02,0.22,,,
Magna Carta: Tears of Blood,PS2,2004,Role-Playing,0.11,0.08,0,0.03,0.22,66,7,T
All-Star Baseball 2002,GC,2001,Sports,0.17,0.04,0,0.01,0.22,66,5.6,E
Lethal Skies Elite Pilot: Team SW,PS2,2001,Simulation,0.11,0.08,0,0.03,0.22,59,,E
Capcom vs. SNK,DC,2000,Fighting,0,0,0.22,0,0.22,80,9,T
Pinball Hall of Fame: The Williams Collection,PS3,2009,Misc,0.2,0,0,0.02,0.22,82,7.9,E10+
Aliens vs Predator: Requiem,PSP,2007,Action,0.03,0.12,0,0.07,0.22,49,5.6,T
Dishonored 2,XOne,2016,Action,0.12,0.08,0,0.02,0.22,88,6.8,M
Asphalt: Injection,PSV,2011,Action,0.13,0.06,0,0.03,0.22,49,4.8,E10+
Tamagotchi no KiraKira Omisecchi,DS,2008,Misc,0,0,0.22,0,0.22,,,
From Russia With Love,GC,2005,Action,0.17,0.04,0,0.01,0.22,70,8.5,T
Family Fest presents: Movie Games,Wii,2008,Action,0.2,0.01,0,0.02,0.22,,,E10+
Guitar Hero: Smash Hits,PS2,2009,Misc,0.11,0.01,0,0.1,0.22,69,8.3,T
NBA Live 09 All-Play,Wii,2008,Sports,0.19,0.01,0,0.02,0.22,51,5.9,E
NFL Quarterback Club 2002,PS2,2001,Sports,0.11,0.08,0,0.03,0.22,67,7.8,E
NCAA Basketball 09,X360,2008,Sports,0.2,0,0,0.02,0.22,70,5.6,E
Kirby's Star Stacker,GB,1997,Puzzle,0,0,0.22,0,0.22,,,
Shin Megami Tensei: Persona,PSP,2009,Role-Playing,0.08,0,0.13,0.01,0.22,78,8,T
Kung Fu Panda 2,DS,2011,Action,0.15,0.05,0,0.02,0.22,,,
Lords of the Fallen,XOne,2014,Role-Playing,0.1,0.1,0,0.02,0.22,71,6.7,M
LEGO The Lord of the Rings,PC,2012,Action,0.07,0.13,0,0.03,0.22,80,8.2,E10+
Kidz Bop Dance Party! The Video Game,Wii,2010,Misc,0.2,0,0,0.01,0.22,,,
Growlanser: Heritage of War,PS2,2006,Role-Playing,0.11,0.08,0,0.03,0.22,60,7.9,T
Ben 10 Alien Force: Vilgax Attacks,X360,2009,Action,0.11,0.09,0,0.02,0.22,61,8.3,E10+
Imagine: Detective,DS,2009,Simulation,0.14,0.01,0,0.06,0.22,,,E
Rugby 2004,PS2,2003,Sports,0.11,0.08,0,0.03,0.22,61,6.8,E
Disney's Magical Quest Starring Mickey and Minnie,GBA,2002,Action,0.16,0.06,0,0,0.22,,,
The Amazing Spider-Man 2 (2014),XOne,2014,Action,0.12,0.08,0,0.02,0.22,,,
Senran Kagura 2: Deep Crimson ,3DS,2014,Action,0.1,0.02,0.08,0.01,0.22,58,6.8,M
NBA 06,PSP,2005,Sports,0.2,0,0,0.02,0.22,72,5.4,E
KORG DS-10 Synthesizer,DS,2008,Misc,0.19,0.01,0,0.02,0.22,82,8.2,E
Naruto: Ninja Council,GBA,2003,Action,0.16,0.06,0,0,0.22,60,7.1,E10+
DS Nishimura Kyotaro Suspense Shin Tantei Series: Kyoto Atami Zekkai no Kotou - Satsui no Wana,DS,2007,Adventure,0,0,0.22,0,0.22,,,
Tropico 3,X360,2009,Strategy,0.15,0.02,0.03,0.01,0.22,75,6.6,T
Wreckless: ThE YaKuza MisSiOns,PS2,2002,Racing,0.11,0.08,0,0.03,0.22,60,,T
Deadly Creatures,Wii,2009,Action,0.08,0.12,0,0.02,0.22,72,8.8,T
Naruto Shippuden: Ultimate Ninja Storm Revolution,X360,2014,Fighting,0.14,0.06,0,0.02,0.22,62,7.3,T
CSI: Fatal Conspiracy,Wii,2010,Adventure,0.12,0.08,0,0.02,0.22,,,M
Jikkyou Powerful Major League,PS2,2006,Sports,0,0,0.22,0,0.22,,,
Dead Island,PC,2011,Action,0.12,0.07,0,0.03,0.22,80,6.8,M
NFL 2K3,GC,2002,Sports,0.17,0.04,0,0.01,0.22,92,8.3,E
Saltwater Sportfishing,PS,2001,Sports,0.12,0.08,0,0.01,0.22,,,
Hasbro Family Game Night,DS,2009,Puzzle,0.01,0.19,0,0.02,0.22,57,,E
Yoshi Touch & Go (JP sales),DS,2005,Platform,0,0,0.22,0,0.22,,,
Samurai Jack: The Amulet of Time,GBA,2003,Platform,0.16,0.06,0,0,0.22,63,,T
J-League Winning Eleven 2008: Club Championship,PS2,2008,Sports,0,0,0.22,0,0.22,,,
Sports Car GT,PS,1999,Racing,0.12,0.08,0,0.01,0.22,,,
Jackie Chan: Stuntmaster,PS,1999,Action,0.12,0.08,0,0.01,0.22,,,
Hunted: The Demon's Forge,X360,2011,Action,0.13,0.06,0,0.02,0.22,61,6,M
Scooby-Doo! Mystery Mayhem,GC,2004,Action,0.17,0.04,0,0.01,0.22,,,
Kanzen Chuuki Pro Yakyuu Greatest Nine,SAT,1995,Sports,0,0,0.22,0,0.22,,,
Yu-Gi-Oh! GX: Spirit Caller (American Sales),DS,2006,Misc,0.18,0.02,0,0.02,0.22,,,
Summer Athletics: The Ultimate Challenge (Others sales),Wii,2008,Sports,0,0.2,0,0.01,0.22,,,
American Idol,GBA,2003,Misc,0.15,0.06,0,0,0.22,,4.8,E
Britney's Dance Beat,GBA,2002,Misc,0.15,0.06,0,0,0.22,53,7.4,E
Shrek SuperSlam,GC,2005,Action,0.17,0.04,0,0.01,0.22,70,7.8,E10+
Full Auto,X360,2006,Shooter,0.19,0.01,0,0.02,0.22,70,7.8,T
Sailor Moon,SNES,1993,Action,0,0,0.22,0,0.22,,,
Herdy Gerdy,PS2,2002,Adventure,0.11,0.08,0,0.03,0.22,69,5,E
Pass the Pigs,DS,2008,Misc,0.2,0,0,0.02,0.22,,,
Afrika,PS3,2008,Adventure,0.12,0,0.08,0.01,0.22,63,6.2,E10+
The Crew,X360,2014,Racing,0.06,0.14,0,0.02,0.22,,6.4,T
G.I. Joe: The Rise of Cobra,Wii,2009,Action,0.17,0.03,0,0.02,0.22,51,,T
Jewel Quest: Expeditions,DS,2007,Puzzle,0.03,0.17,0,0.01,0.22,68,,E
Digimon World Re:Digitize,PSP,2012,Action,0,0,0.22,0,0.22,,,
The Legend of Heroes: Trails in the Sky First Chapter,PSP,2006,Role-Playing,0.1,0.03,0.06,0.03,0.22,,,
Marvel Super Hero Squad: The Infinity Gauntlet,DS,2010,Action,0.17,0.03,0,0.02,0.22,,,E10+
Over G Fighters,X360,2006,Simulation,0.19,0.01,0,0.02,0.21,49,6,T
NBA in the Zone 2000,PS,2000,Sports,0.12,0.08,0,0.01,0.21,,,
Dark Summit,PS2,2001,Sports,0.11,0.08,0,0.03,0.21,67,,T
Angry Birds Star Wars,PS4,2013,Strategy,0.1,0.08,0,0.04,0.21,47,2,E
Hot Shots Tennis: Get a Grip,PSP,2010,Sports,0.07,0,0.13,0.01,0.21,80,8,E
Cabela's Big Game Hunter: Ultimate Challenge,PS,2001,Sports,0.12,0.08,0,0.01,0.21,,,
MySims Party,Wii,2009,Simulation,0.17,0.02,0,0.02,0.21,56,,E
Star Wars: The Force Unleashed II,DS,2010,Action,0.17,0.03,0,0.02,0.21,43,4,T
The Dukes of Hazzard: Return of the General Lee,PS2,2004,Racing,0.11,0.08,0,0.03,0.21,52,6.8,E
Pandemonium!,PS,1996,Platform,0.12,0.08,0,0.01,0.21,,,
Transformers: Dark of the Moon,3DS,2011,Action,0.16,0.04,0,0.02,0.21,,,
Namco Museum: 50th Anniversary,GC,2005,Misc,0.17,0.04,0,0.01,0.21,60,,E10+
Crash 'N' Burn,PS2,2004,Racing,0.11,0.08,0,0.03,0.21,63,8,T
NBA,PSP,2005,Sports,0.2,0,0,0.02,0.21,57,6.9,E
Teenage Mutant Ninja Turtles: Smash-Up,PS2,2009,Fighting,0.11,0.08,0,0.03,0.21,,8.4,E10+
Pro Yakyuu Greatest Nine '97,SAT,1997,Sports,0,0,0.21,0,0.21,,,
Nintendo Presents: Crossword Collection,DS,2009,Puzzle,0,0.19,0,0.02,0.21,,,
Big League Sports,X360,2011,Sports,0.18,0.01,0,0.02,0.21,,,E
Petz Rescue: Wildlife Vet,Wii,2008,Simulation,0.2,0,0,0.02,0.21,,,E
Lunar: Silver Star Story Complete,SAT,1997,Role-Playing,0,0,0.21,0,0.21,,,
Dorabase DS: Dramatic Stadium,DS,2007,Sports,0,0,0.21,0,0.21,,,
Disaster Report,PS2,2002,Action,0.03,0.02,0.15,0.01,0.21,66,8,T
EVE: burst error,SAT,1997,Adventure,0,0,0.21,0,0.21,,,
Armored Core V,X360,2012,Simulation,0.13,0.03,0.04,0.01,0.21,68,7.2,T
Backyard NFL Football '09,Wii,2008,Sports,0.2,0,0,0.02,0.21,,,
College Hoops 2K7,X360,2006,Sports,0.2,0,0,0.02,0.21,82,8.2,E
Speed Racer: The Videogame,PS2,2008,Racing,0.1,0.08,0,0.03,0.21,,,
Bratz: Forever Diamondz,GC,2006,Adventure,0.17,0.04,0,0.01,0.21,,,E
NCAA March Madness 08,X360,2007,Sports,0.2,0,0,0.02,0.21,69,,E
WCW Backstage Assault,PS,1999,Action,0.12,0.08,0,0.01,0.21,40,,T
Rampage: Total Destruction,Wii,2006,Action,0.19,0.01,0,0.02,0.21,46,5.6,E10+
Magician's Quest: Town of Magic,3DS,2012,Simulation,0,0,0.21,0,0.21,,,
Wild Wild Racing,PS2,2000,Racing,0.1,0.08,0,0.03,0.21,64,,E
The Bard's Tale,PS2,2004,Role-Playing,0.1,0.08,0,0.03,0.21,76,8.6,T
Yoostar2,X360,2011,Misc,0.11,0.09,0,0.02,0.21,,,
Doom (2016),PC,2016,Shooter,0.07,0.13,0,0.02,0.21,,,
Momotarou Dentetsu 16,PS2,2006,Misc,0,0,0.21,0,0.21,,,
Robotech: The Macross Saga,GBA,2002,Shooter,0.15,0.06,0,0,0.21,61,6.5,E
Transformer: Rise of the Dark Spark,PS4,2014,Action,0.07,0.1,0.01,0.03,0.21,,,
